Identifier;TimeStamp;Begin;End;Open;High;Low;Close;Settlement;Price;ValidationStatus;ChangeComment
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;45,00;45,50;45,00;45,50;44,95;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;36,50;37,75;36,50;37,25;37,27;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;29,90;32,00;29,90;32,00;32,74;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;43,00;43,00;43,00;43,00;42,75;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;;;;;47,98;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;2021-01-25T00:00:00.000+0100;;;;;42,58;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-25T00:00:00.000+0100;2021-01-26T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-26T00:00:00.000+0100;2021-01-27T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-27T00:00:00.000+0100;2021-01-28T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-28T00:00:00.000+0100;2021-01-29T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-29T00:00:00.000+0100;2021-01-30T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-30T00:00:00.000+0100;2021-01-31T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-31T00:00:00.000+0100;2021-02-01T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-19T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;;;;;44,95;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-19T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;38,25;38,90;38,25;38,50;36,28;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-19T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;32,50;32,50;31,00;31,00;30,65;;UNVALIDATED;
